timestamp,Discharge Pressure(psi),Average Amps(Amps),Intake Temperature(F),Drive Frequency(Hz),Motor Temperature(F),Intake Pressure(psi),Gas Lock,State,Dif
9/11/2022 17:13,728.0000305,32.99999952,74.00000095,0,103.0000019,220,0,HI,20.08333333
9/11/2022 17:19,868.0000305,32.99999952,80,0,81.00000381,676.9999695,0,HI,6.466666667
9/11/2022 17:27,868.0000305,32.99999952,80,0,81.00000381,676.9999695,0,HI,7.883333333
9/11/2022 17:31,768.0000305,29.00000095,68.00000191,25.999999,80,715,0,CLEAR,3.583333333
9/11/2022 17:32,768.0000305,29.00000095,68.00000191,25.999999,80,715,0,CLEAR,0.716666667
9/11/2022 17:33,768.0000305,29.00000095,68.00000191,25.999999,80,715,0,CLEAR,1.433333333
9/11/2022 17:34,768.0000305,29.00000095,68.00000191,25.999999,80,715,0,CLEAR,0.716666667
9/11/2022 17:34,768.0000305,29.00000095,68.00000191,25.999999,80,715,0,CLEAR,0.733333333
9/11/2022 17:37,675.9999847,695,59.00000095,61.0000014,115,1095,0,CLEAR,2.15
9/11/2022 17:52,755,678.0000305,66.99999809,62.0000005,108.0000019,1113.000031,0,CLEAR,15.78333333
9/11/2022 18:12,741.9999695,560,58.00000191,62.0000005,115,1179.000015,0,CLEAR,20.08333333
9/11/2022 18:33,698.0000305,619.0000153,61.99999809,57.9999983,110,1110.999985,0,CLEAR,20.08333333
9/11/2022 18:42,637.0000076,610.9999847,56.99999809,56.0000002,96.99999809,1220.999985,0,CLEAR,9.333333333
9/11/2022 18:44,735,587.0000076,63.00000191,63.9999986,106.0000038,1200,0,CLEAR,2.15
9/11/2022 18:49,720.9999847,524.0000153,64.00000095,56.0000002,110,1153.000031,0,CLEAR,5.016666667
9/11/2022 18:53,720.9999847,524.0000153,64.00000095,56.0000002,110,1153.000031,0,CLEAR,3.583333333
9/11/2022 19:13,720,552.0000076,55.99999905,62.9999995,108.9999962,1105,0,CLEAR,20.1
9/11/2022 19:33,619.0000153,565.9999847,55,56.9999993,116.0000038,1250.999985,0,CLEAR,20.08333333
9/11/2022 19:53,660.9999847,520,60,56.9999993,103.0000019,1315,0,CLEAR,20.08333333
9/11/2022 19:56,632.9999924,532.9999924,60.99999905,60.0000024,98.99999619,1140,0,CLEAR,2.866666667
9/11/2022 20:13,713.0000305,507.9999924,66.99999809,58.9999974,111.9999981,1243.000031,0,CLEAR,17.21666667
9/11/2022 20:32,666.9999695,454.0000153,65.99999905,60.0000024,118.9999962,1239.000015,0,CLEAR,19.38333333
9/11/2022 20:52,1525,615,66.99999809,62.9999995,98.00000191,1180,0,CLEAR,20.08333333
9/11/2022 21:13,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015,0,CLEAR,20.08333333
9/11/2022 21:15,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015,0,CLEAR,2.15
9/11/2022 21:15,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015,0,CLEAR,0.716666667
9/11/2022 21:17,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015,0,CLEAR,1.433333333
9/11/2022 21:18,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015,0,CLEAR,0.716666667
9/11/2022 21:33,1476.999969,622.9999924,63.00000191,64.9999976,116.0000038,1208.000031,0,CLEAR,15.06666667
9/11/2022 21:53,1646.000061,615,65.99999905,56.9999993,98.99999619,1111.999969,0,CLEAR,20.1
9/11/2022 22:13,1668.000031,530.9999847,59.00000095,58.9999974,111.0000038,1180.999985,0,CLEAR,20.08333333
9/11/2022 22:33,1523.999939,525.9999847,65,54.0000021,110,1274.000015,0,CLEAR,20.08333333
9/11/2022 22:53,1523.999939,557.0000076,55.99999905,56.9999993,101.9999981,1101.999969,0,CLEAR,20.08333333
9/11/2022 23:00,1365,482.0000076,63.00000191,60.0000024,110,1275,1,CLEAR,7.183333333
9/11/2022 23:12,1458.999939,455,56.99999809,62.0000005,103.0000019,1256.999969,1,CLEAR,11.48333333
9/11/2022 23:12,1458.999939,455,56.99999809,62.0000005,103.0000019,1256.999969,0,CLEAR,0.716666667
9/11/2022 23:22,1611.999969,482.0000076,60,55.0000012,98.00000191,1223.000031,1,CLEAR,9.316666667
9/11/2022 23:32,1403.999939,520,56.99999809,60.0000024,108.9999962,1214.000015,0,CLEAR,10.76666667
9/11/2022 23:33,1403.999939,520,56.99999809,60.0000024,108.9999962,1214.000015,0,CLEAR,0.716666667
9/11/2022 23:45,1465,472.9999924,56.99999809,58.9999974,100,1166.999969,1,CLEAR,11.48333333
9/11/2022 23:47,790,41.99999809,56.99999809,56.0000002,100,1040.999985,1,CLEAR,2.866666667
9/11/2022 23:48,790,41.99999809,56.99999809,56.0000002,100,1040.999985,0,CLEAR,0.716666667
9/11/2022 23:49,790,41.99999809,56.99999809,56.0000002,100,1040.999985,0,CLEAR,0.716666667
9/11/2022 23:50,790,41.99999809,56.99999809,56.0000002,100,1040.999985,0,CLEAR,0.716666667
9/11/2022 23:53,790,41.99999809,56.99999809,56.0000002,100,1040.999985,0,CLEAR,2.866666667
10/11/2022 0:09,690.9999847,41.99999809,60.99999905,56.0000002,111.0000038,1185,0,CLEAR,16.45
10/11/2022 0:28,704.0000153,40,63.00000191,57.9999983,115,1248.000031,1,CLEAR,19.41666667
10/11/2022 0:29,704.0000153,40,63.00000191,57.9999983,115,1248.000031,0,CLEAR,0.716666667
10/11/2022 0:30,734.0000153,40.99999905,59.00000095,54.0000021,118.0000019,1025.999985,0,CLEAR,0.716666667
10/11/2022 0:31,734.0000153,40.99999905,59.00000095,54.0000021,118.0000019,1025.999985,1,CLEAR,0.716666667
10/11/2022 0:33,734.0000153,40.99999905,59.00000095,54.0000021,118.0000019,1025.999985,0,CLEAR,2.166666667
10/11/2022 0:53,865.9999847,40,66.99999809,57.9999983,116.0000038,1115.999985,0,CLEAR,20.08333333
10/11/2022 1:13,643.0000305,35,58.00000191,55.0000012,75.99999905,1466.999969,0,HI,20.08333333
10/11/2022 1:33,853.0000305,35,79.00000095,50,100,1226.999969,0,CLEAR,20.08333333
10/11/2022 1:53,844.0000153,34.00000095,71.99999809,0,85,640,0,HI,20.1
10/11/2022 1:55,844.0000153,34.00000095,71.99999809,0,85,640,0,HI,2.15
10/11/2022 1:56,831.9999695,22.00000048,75.99999905,7.9999998,71.99999809,693.0000305,1,HI,0.716666667
10/11/2022 1:58,831.9999695,22.00000048,75.99999905,7.9999998,71.99999809,693.0000305,0,HI,2.15
10/11/2022 1:59,831.9999695,22.00000048,75.99999905,7.9999998,71.99999809,693.0000305,0,HI,0.716666667
10/11/2022 2:02,831.9999695,22.00000048,75.99999905,7.9999998,71.99999809,693.0000305,0,HI,3.583333333
10/11/2022 2:03,705,715.9999847,66.99999809,61.0000014,101.0000038,1124.000015,1,CLEAR,0.716666667
10/11/2022 2:05,705,715.9999847,66.99999809,61.0000014,101.0000038,1124.000015,0,CLEAR,2.15
10/11/2022 2:06,705,715.9999847,66.99999809,61.0000014,101.0000038,1124.000015,0,CLEAR,0.716666667
10/11/2022 2:12,709.0000153,597.9999924,59.00000095,55.0000012,111.9999981,1200.999985,0,CLEAR,5.75
10/11/2022 2:12,709.0000153,597.9999924,59.00000095,55.0000012,111.9999981,1200.999985,0,CLEAR,0.716666667
10/11/2022 2:32,686.9999695,635.9999847,55.99999905,62.9999995,103.0000019,1233.000031,0,CLEAR,20.08333333
10/11/2022 2:53,663.0000305,594.0000153,64.00000095,56.9999993,113.0000019,1089.000015,0,CLEAR,20.08333333
10/11/2022 3:01,748.0000305,527.0000076,68.00000191,62.9999995,113.9999962,1181.999969,0,CLEAR,8.616666667
10/11/2022 3:02,748.0000305,527.0000076,68.00000191,62.9999995,113.9999962,1181.999969,0,CLEAR,0.716666667
10/11/2022 3:03,748.0000305,527.0000076,68.00000191,62.9999995,113.9999962,1181.999969,0,CLEAR,0.716666667
10/11/2022 3:03,748.0000305,527.0000076,68.00000191,62.9999995,113.9999962,1181.999969,0,CLEAR,0.716666667
10/11/2022 3:13,669.0000153,594.0000153,65,66.0000026,113.9999962,1146.999969,0,CLEAR,9.316666667
10/11/2022 3:33,646.9999695,605,64.00000095,62.0000005,101.0000038,1290,0,CLEAR,20.1
10/11/2022 3:53,726.9999695,550.9999847,65,60.0000024,101.0000038,1220.999985,0,CLEAR,20.08333333
10/11/2022 4:09,625.9999847,475,60.99999905,58.9999974,106.9999981,1298.999939,0,CLEAR,15.78333333
10/11/2022 4:13,625.9999847,475,60.99999905,58.9999974,106.9999981,1298.999939,0,CLEAR,4.3
10/11/2022 4:15,630,542.0000076,61.99999809,61.0000014,98.99999619,1200,0,CLEAR,2.15
10/11/2022 4:29,645.9999847,482.9999924,56.99999809,63.9999986,115,1156.999969,1,CLEAR,14.35
10/11/2022 4:33,645.9999847,482.9999924,56.99999809,63.9999986,115,1156.999969,0,CLEAR,3.583333333
10/11/2022 4:34,612.9999924,512.9999924,56.99999809,55.0000012,113.9999962,1225.999985,0,CLEAR,0.716666667
10/11/2022 4:44,685,455.9999847,61.99999809,57.9999983,108.0000019,1143.000031,1,CLEAR,10.76666667
10/11/2022 4:52,654.0000153,510.9999847,65.99999905,64.9999976,110,1200,0,CLEAR,7.9
10/11/2022 5:12,1730,629.0000153,56.99999809,62.0000005,110,1240,0,CLEAR,19.36666667
10/11/2022 5:12,1730,629.0000153,56.99999809,62.0000005,110,1240,0,CLEAR,0.716666667
