timestamp,Discharge Pressure(psi),Average Amps(Amps),Intake Temperature(F),Drive Frequency(Hz),Motor Temperature(F),Intake Pressure(psi)
11/9/2022 12:58:00 PM,1643.999939,564.0000153,61.99999809,56.0000002,100,1184.000015
11/9/2022 12:59:00 PM,1643.999939,564.0000153,61.99999809,56.0000002,100,1184.000015
11/9/2022 1:09:00 PM,1643.999939,564.0000153,61.99999809,56.0000002,100,1184.000015
11/9/2022 1:33:00 PM,1526.999969,600.9999847,63.00000191,62.9999995,111.9999981,1165
11/9/2022 1:53:00 PM,1473.999939,522.0000076,59.00000095,64.9999976,100,1255.999985
11/9/2022 2:13:00 PM,1458.000031,532.9999924,64.00000095,56.0000002,108.9999962,1090.999985
11/9/2022 2:33:00 PM,1440,527.9999924,66.99999809,56.0000002,106.0000038,1114.000015
11/9/2022 2:53:00 PM,1451.000061,542.0000076,55,56.9999993,108.9999962,1261.999969
11/9/2022 3:02:00 PM,1531.000061,455.9999847,64.00000095,57.9999983,108.0000019,1050.999985
11/9/2022 3:12:00 PM,1603.000031,519.0000153,68.00000191,61.0000014,111.9999981,1241.999969
11/9/2022 3:32:00 PM,714.0000153,35.99999905,55.99999905,62.9999995,116.0000038,1066.999969
11/9/2022 3:53:00 PM,670,37.00000048,55.99999905,54.0000021,108.0000019,1221.999969
11/9/2022 4:09:00 PM,696.9999695,37.99999952,66.99999809,64.9999976,111.9999981,1060.999985
11/9/2022 4:10:00 PM,696.9999695,37.99999952,66.99999809,64.9999976,111.9999981,1060.999985
11/9/2022 4:11:00 PM,724.0000153,35,59.00000095,64.9999976,111.9999981,1100.999985
11/9/2022 4:12:00 PM,724.0000153,35,59.00000095,64.9999976,111.9999981,1100.999985
11/9/2022 4:13:00 PM,724.0000153,35,59.00000095,64.9999976,111.9999981,1100.999985
11/9/2022 4:33:00 PM,683.0000305,37.99999952,65.99999905,51.9999981,91.00000381,1476.000061
11/9/2022 4:53:00 PM,690,34.00000095,70,49.000001,90,1351.000061
11/9/2022 5:13:00 PM,728.0000305,32.99999952,74.00000095,0,103.0000019,220
11/9/2022 5:19:00 PM,868.0000305,32.99999952,80,0,81.00000381,676.9999695
11/9/2022 5:27:00 PM,868.0000305,32.99999952,80,0,81.00000381,676.9999695
11/9/2022 5:31:00 PM,768.0000305,29.00000095,68.00000191,25.999999,80,715
11/9/2022 5:32:00 PM,768.0000305,29.00000095,68.00000191,25.999999,80,715
11/9/2022 5:33:00 PM,768.0000305,29.00000095,68.00000191,25.999999,80,715
11/9/2022 5:34:00 PM,768.0000305,29.00000095,68.00000191,25.999999,80,715
11/9/2022 5:34:00 PM,768.0000305,29.00000095,68.00000191,25.999999,80,715
11/9/2022 5:37:00 PM,675.9999847,695,59.00000095,61.0000014,115,1095
11/9/2022 5:52:00 PM,755,678.0000305,66.99999809,62.0000005,108.0000019,1113.000031
11/9/2022 6:12:00 PM,741.9999695,560,58.00000191,62.0000005,115,1179.000015
11/9/2022 6:33:00 PM,698.0000305,619.0000153,61.99999809,57.9999983,110,1110.999985
11/9/2022 6:42:00 PM,637.0000076,610.9999847,56.99999809,56.0000002,96.99999809,1220.999985
11/9/2022 6:44:00 PM,735,587.0000076,63.00000191,63.9999986,106.0000038,1200
11/9/2022 6:49:00 PM,720.9999847,524.0000153,64.00000095,56.0000002,110,1153.000031
11/9/2022 6:53:00 PM,720.9999847,524.0000153,64.00000095,56.0000002,110,1153.000031
11/9/2022 7:13:00 PM,720,552.0000076,55.99999905,62.9999995,108.9999962,1105
11/9/2022 7:33:00 PM,619.0000153,565.9999847,55,56.9999993,116.0000038,1250.999985
11/9/2022 7:53:00 PM,660.9999847,520,60,56.9999993,103.0000019,1315
11/9/2022 7:56:00 PM,632.9999924,532.9999924,60.99999905,60.0000024,98.99999619,1140
11/9/2022 8:13:00 PM,713.0000305,507.9999924,66.99999809,58.9999974,111.9999981,1243.000031
11/9/2022 8:32:00 PM,666.9999695,454.0000153,65.99999905,60.0000024,118.9999962,1239.000015
11/9/2022 8:52:00 PM,1525,615,66.99999809,62.9999995,98.00000191,1180
11/9/2022 9:13:00 PM,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015
11/9/2022 9:15:00 PM,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015
11/9/2022 9:15:00 PM,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015
11/9/2022 9:17:00 PM,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015
11/9/2022 9:18:00 PM,1716.999969,594.0000153,64.00000095,61.0000014,106.0000038,1249.000015
11/9/2022 9:33:00 PM,1476.999969,622.9999924,63.00000191,64.9999976,116.0000038,1208.000031
11/9/2022 9:53:00 PM,1646.000061,615,65.99999905,56.9999993,98.99999619,1111.999969
11/9/2022 10:13:00 PM,1668.000031,530.9999847,59.00000095,58.9999974,111.0000038,1180.999985
11/9/2022 10:33:00 PM,1523.999939,525.9999847,65,54.0000021,110,1274.000015
11/9/2022 10:53:00 PM,1523.999939,557.0000076,55.99999905,56.9999993,101.9999981,1101.999969
11/9/2022 11:00:00 PM,1365,482.0000076,63.00000191,60.0000024,110,1275
11/9/2022 11:12:00 PM,1458.999939,455,56.99999809,62.0000005,103.0000019,1256.999969
11/9/2022 11:12:00 PM,1458.999939,455,56.99999809,62.0000005,103.0000019,1256.999969
11/9/2022 11:22:00 PM,1611.999969,482.0000076,60,55.0000012,98.00000191,1223.000031
11/9/2022 11:32:00 PM,1403.999939,520,56.99999809,60.0000024,108.9999962,1214.000015
11/9/2022 11:33:00 PM,1403.999939,520,56.99999809,60.0000024,108.9999962,1214.000015
11/9/2022 11:45:00 PM,1465,472.9999924,56.99999809,58.9999974,100,1166.999969
11/9/2022 11:47:00 PM,790,41.99999809,56.99999809,56.0000002,100,1040.999985
11/9/2022 11:48:00 PM,790,41.99999809,56.99999809,56.0000002,100,1040.999985
11/9/2022 11:49:00 PM,790,41.99999809,56.99999809,56.0000002,100,1040.999985
11/9/2022 11:50:00 PM,790,41.99999809,56.99999809,56.0000002,100,1040.999985
11/9/2022 11:53:00 PM,790,41.99999809,56.99999809,56.0000002,100,1040.999985
