timestamp,Discharge Pressure(psi),Average Amps(Amps),Intake Temperature(F),Drive Frequency(Hz),Motor Temperature(F),Intake Pressure(psi),State
11/11/2022 6:13:00 AM,669,547,56,56,108,1311,HI
11/11/2022 6:17:00 AM,602,487,61,64,98,1204,CLEAR
11/11/2022 6:20:00 AM,635,537,65,54,116,1338,HI
11/11/2022 6:30:00 AM,600,530,66,62,103,1273,HI
11/11/2022 6:31:00 AM,600,530,66,62,103,1273,HI
11/11/2022 6:31:00 AM,600,530,66,62,103,1273,HI
11/11/2022 6:33:00 AM,600,530,66,62,103,1273,HI
11/11/2022 6:33:00 AM,600,530,66,62,103,1273,HI
11/11/2022 6:34:00 AM,600,530,66,62,103,1273,HI
11/11/2022 6:35:00 AM,592,444,60,56,115,1276,HI
11/11/2022 6:41:00 AM,592,444,60,56,115,1276,HI
11/11/2022 6:45:00 AM,607,462,65,58,111,1158,CLEAR
11/11/2022 6:52:00 AM,1578,614,56,57,101,1296,CLEAR
11/11/2022 6:53:00 AM,1578,614,56,57,101,1296,CLEAR
11/11/2022 7:00:00 AM,1661,605,56,57,111,1140,CLEAR
11/11/2022 7:02:00 AM,1661,605,56,57,111,1140,CLEAR
11/11/2022 7:11:00 AM,1578,552,65,57,106,1325,CLEAR
11/11/2022 7:13:00 AM,1578,552,65,57,106,1325,CLEAR
11/11/2022 7:22:00 AM,1626,547,65,57,106,1210,CLEAR
11/11/2022 7:33:00 AM,1413,600,64,62,98,1115,CLEAR
11/11/2022 7:41:00 AM,1558,557,61,62,111,1136,CLEAR
11/11/2022 7:42:00 AM,1558,557,61,62,111,1136,CLEAR
11/11/2022 7:53:00 AM,1440,627,59,56,103,1159,CLEAR
11/11/2022 8:12:00 AM,1406,554,65,55,110,1191,CLEAR
11/11/2022 8:32:00 AM,1551,532,59,58,106,1255,CLEAR
11/11/2022 8:53:00 AM,1555,485,60,61,108,1184,CLEAR
11/11/2022 9:02:00 AM,1546,485,60,62,111,1095,CLEAR
11/11/2022 9:05:00 AM,1398,455,55,56,106,1181,CLEAR
11/11/2022 9:06:00 AM,1398,455,55,56,106,1181,CLEAR
11/11/2022 9:07:00 AM,1398,455,55,56,106,1181,CLEAR
11/11/2022 9:08:00 AM,1398,455,55,56,106,1181,CLEAR
11/11/2022 9:13:00 AM,1398,455,55,56,106,1181,CLEAR
11/11/2022 9:14:00 AM,1498,545,65,56,113,1170,CLEAR
11/11/2022 9:15:00 AM,1498,545,65,56,113,1170,CLEAR
11/11/2022 9:33:00 AM,1603,515,58,54,113,1083,CLEAR
11/11/2022 9:35:00 AM,1356,465,65,56,116,1143,CLEAR
11/11/2022 9:37:00 AM,1356,465,65,56,116,1143,CLEAR
11/11/2022 9:45:00 AM,1438,512,58,60,115,1261,CLEAR
11/11/2022 9:47:00 AM,1438,512,58,60,115,1261,CLEAR
11/11/2022 9:48:00 AM,1438,512,58,60,115,1261,CLEAR
11/11/2022 9:49:00 AM,1601,482,58,56,111,1205,CLEAR
11/11/2022 9:49:00 AM,1601,482,58,56,111,1205,CLEAR
11/11/2022 9:53:00 AM,1601,482,58,56,111,1205,CLEAR
11/11/2022 10:00:00 AM,714,41,55,61,111,1080,CLEAR
11/11/2022 10:02:00 AM,714,41,55,61,111,1080,CLEAR
11/11/2022 10:13:00 AM,761,41,58,55,101,1025,CLEAR
11/11/2022 10:15:00 AM,761,41,58,55,101,1025,CLEAR
11/11/2022 10:33:00 AM,801,37,55,63,113,1125,CLEAR
11/11/2022 10:52:00 AM,754,37,55,56,103,1020,CLEAR
11/11/2022 11:12:00 AM,637,35,60,55,83,1476,HI
11/11/2022 11:33:00 AM,780,35,64,50,93,1508,CLEAR
11/11/2022 11:39:00 AM,765,30,81,56,121,1301,HI
11/11/2022 11:40:00 AM,765,30,81,56,121,1301,HI
11/11/2022 11:50:00 AM,760,30,70,0,93,627,CLEAR
11/11/2022 11:52:00 AM,760,30,70,0,93,627,CLEAR
11/11/2022 11:53:00 AM,760,30,70,0,93,627,CLEAR
11/11/2022 12:01:00 PM,866,34,70,0,86,709,CLEAR
11/11/2022 12:02:00 PM,866,34,70,0,86,709,CLEAR
11/11/2022 12:04:00 PM,866,34,70,0,86,709,CLEAR
11/11/2022 12:05:00 PM,809,27,79,20,83,660,CLEAR
11/11/2022 12:08:00 PM,809,27,79,20,83,660,CLEAR
11/11/2022 12:09:00 PM,809,27,79,20,83,660,CLEAR
11/11/2022 12:11:00 PM,809,27,79,20,83,660,CLEAR
11/11/2022 12:12:00 PM,766,671,60,63,111,1070,CLEAR
11/11/2022 12:13:00 PM,766,671,60,63,111,1070,CLEAR
11/11/2022 12:17:00 PM,766,671,60,63,111,1070,CLEAR
11/11/2022 12:19:00 PM,770,627,65,54,118,1216,CLEAR
11/11/2022 12:20:00 PM,770,627,65,54,118,1216,CLEAR
11/11/2022 12:21:00 PM,770,627,65,54,118,1216,CLEAR
11/11/2022 12:21:00 PM,770,627,65,54,118,1216,CLEAR
11/11/2022 12:22:00 PM,770,627,65,54,118,1216,CLEAR
11/11/2022 12:33:00 PM,695,612,60,64,106,1113,CLEAR
11/11/2022 12:49:00 PM,715,600,65,60,100,1313,CLEAR
11/11/2022 12:53:00 PM,715,600,65,60,100,1313,CLEAR
11/11/2022 12:59:00 PM,669,632,65,56,116,1206,HI
11/11/2022 1:13:00 PM,698,534,56,62,115,1158,CLEAR
11/11/2022 1:32:00 PM,653,522,58,55,111,1136,CLEAR
11/11/2022 1:52:00 PM,655,552,55,57,101,1230,CLEAR
11/11/2022 2:11:00 PM,725,529,55,56,113,1140,CLEAR
11/11/2022 2:12:00 PM,725,529,55,56,113,1140,CLEAR
11/11/2022 2:13:00 PM,725,529,55,56,113,1140,CLEAR
11/11/2022 2:13:00 PM,725,529,55,56,113,1140,CLEAR
11/11/2022 2:30:00 PM,680,459,65,63,103,1144,CLEAR
11/11/2022 2:32:00 PM,680,459,65,63,103,1144,CLEAR
11/11/2022 2:33:00 PM,701,452,63,54,105,1320,CLEAR
11/11/2022 2:42:00 PM,635,514,61,62,101,1135,CLEAR
11/11/2022 2:53:00 PM,698,537,60,61,101,1098,CLEAR
11/11/2022 2:53:00 PM,698,537,60,61,101,1098,CLEAR
11/11/2022 2:54:00 PM,698,537,60,61,101,1098,CLEAR
11/11/2022 3:05:00 PM,597,472,64,62,98,1220,CLEAR
11/11/2022 3:12:00 PM,597,472,64,62,98,1220,CLEAR
11/11/2022 3:22:00 PM,622,464,63,56,113,1195,HI
11/11/2022 3:33:00 PM,1691,671,65,56,100,1114,CLEAR
11/11/2022 3:53:00 PM,1428,582,68,58,115,1105,CLEAR
11/11/2022 4:12:00 PM,1546,580,60,64,108,1140,CLEAR
11/11/2022 4:32:00 PM,1471,522,60,56,106,1114,CLEAR
11/11/2022 4:53:00 PM,1425,527,63,55,96,1225,CLEAR
11/11/2022 5:13:00 PM,1563,592,65,62,115,1098,CLEAR
11/11/2022 5:26:00 PM,1553,475,60,55,98,1205,CLEAR
11/11/2022 5:26:00 PM,1553,475,60,55,98,1205,CLEAR
11/11/2022 5:27:00 PM,1553,475,60,55,98,1205,CLEAR
11/11/2022 5:32:00 PM,1548,547,56,57,110,1166,CLEAR
11/11/2022 5:33:00 PM,1548,547,56,57,110,1166,CLEAR
11/11/2022 5:53:00 PM,1605,465,65,56,106,1183,CLEAR
11/11/2022 5:56:00 PM,1605,465,65,56,106,1183,CLEAR
11/11/2022 6:01:00 PM,1566,487,60,62,110,1268,CLEAR
11/11/2022 6:06:00 PM,1566,487,60,62,110,1268,CLEAR
11/11/2022 6:07:00 PM,1466,497,58,56,118,1194,CLEAR
11/11/2022 6:08:00 PM,1466,497,58,56,118,1194,CLEAR
11/11/2022 6:13:00 PM,1466,497,58,56,118,1194,CLEAR
11/11/2022 6:20:00 PM,1428,465,59,57,100,1105,CLEAR
11/11/2022 6:29:00 PM,1463,452,58,56,111,1220,CLEAR
11/11/2022 6:53:00 PM,668,43,65,63,105,1170,CLEAR
11/11/2022 7:12:00 PM,681,43,64,61,108,1194,CLEAR
11/11/2022 7:32:00 PM,701,40,64,62,108,1100,CLEAR
11/11/2022 7:53:00 PM,661,37,63,49,79,1358,HI
11/11/2022 7:58:00 PM,648,32,65,55,88,1408,HI
11/11/2022 7:59:00 PM,648,32,65,55,88,1408,HI
11/11/2022 8:00:00 PM,648,32,65,55,88,1408,HI
11/11/2022 8:13:00 PM,738,35,79,54,101,1521,CLEAR
11/11/2022 8:33:00 PM,869,35,80,0,71,640,CLEAR
11/11/2022 8:33:00 PM,869,35,80,0,71,640,CLEAR
11/11/2022 8:36:00 PM,869,35,80,0,71,640,CLEAR
11/11/2022 8:36:00 PM,869,35,80,0,71,640,CLEAR
11/11/2022 8:39:00 PM,775,27,70,28,73,719,CLEAR
11/11/2022 8:40:00 PM,775,27,70,28,73,719,CLEAR
11/11/2022 8:41:00 PM,775,27,70,28,73,719,CLEAR
11/11/2022 8:43:00 PM,775,27,70,28,73,719,CLEAR
11/11/2022 8:44:00 PM,775,27,70,28,73,719,CLEAR
11/11/2022 8:45:00 PM,795,637,60,60,111,1155,CLEAR
11/11/2022 8:53:00 PM,795,637,60,60,111,1155,CLEAR
11/11/2022 9:13:00 PM,775,630,56,63,111,1298,CLEAR
11/11/2022 9:33:00 PM,658,575,65,61,110,1174,CLEAR
11/11/2022 9:52:00 PM,670,617,56,62,98,1321,HI
11/11/2022 10:12:00 PM,625,592,65,56,108,1149,CLEAR
11/11/2022 10:31:00 PM,663,587,61,56,116,1298,HI
11/11/2022 10:32:00 PM,670,549,55,55,100,1103,CLEAR
11/11/2022 10:33:00 PM,670,549,55,55,100,1103,CLEAR
11/11/2022 10:50:00 PM,629,467,60,61,101,1213,CLEAR
11/11/2022 10:53:00 PM,629,467,60,61,101,1213,CLEAR
11/11/2022 11:12:00 PM,665,460,65,58,96,1308,HI
11/11/2022 11:13:00 PM,665,460,65,58,96,1308,HI
11/11/2022 11:13:00 PM,665,460,65,58,96,1308,HI
11/11/2022 11:14:00 PM,665,460,65,58,96,1308,HI
11/11/2022 11:16:00 PM,629,519,66,55,108,1130,CLEAR
11/11/2022 11:26:00 PM,645,485,55,60,106,1154,CLEAR
11/11/2022 11:33:00 PM,610,465,66,63,101,1108,CLEAR
11/11/2022 11:51:00 PM,1580,659,65,55,118,1244,CLEAR
11/11/2022 11:53:00 PM,1580,659,65,55,118,1244,CLEAR
11/12/2022 12:13:00 AM,1651,664,65,61,113,1165,CLEAR
11/12/2022 12:32:00 AM,1413,552,60,56,115,1293,HI
11/12/2022 12:52:00 AM,1488,532,61,57,96,1098,CLEAR
11/12/2022 1:13:00 AM,1670,550,61,61,111,1298,CLEAR
11/12/2022 1:33:00 AM,1555,589,63,61,106,1175,CLEAR
11/12/2022 1:45:00 AM,1626,510,65,64,108,1201,CLEAR
11/12/2022 1:46:00 AM,1626,510,65,64,108,1201,CLEAR
11/12/2022 1:46:00 AM,1558,560,65,57,116,1160,CLEAR
11/12/2022 1:47:00 AM,1558,560,65,57,116,1160,CLEAR
11/12/2022 1:53:00 AM,1558,560,65,57,116,1160,CLEAR
11/12/2022 2:13:00 AM,1561,515,60,63,106,1230,CLEAR
11/12/2022 2:18:00 AM,1433,469,55,56,96,1120,CLEAR
11/12/2022 2:26:00 AM,1623,490,60,64,108,1203,CLEAR
11/12/2022 2:26:00 AM,1623,490,60,64,108,1203,CLEAR
11/12/2022 2:27:00 AM,1623,490,60,64,108,1203,CLEAR
11/12/2022 2:28:00 AM,1623,490,60,64,108,1203,CLEAR
11/12/2022 2:33:00 AM,1600,480,68,58,100,1296,CLEAR
11/12/2022 2:44:00 AM,1360,497,66,55,111,1231,CLEAR
11/12/2022 2:53:00 AM,1581,467,65,54,118,1085,CLEAR
11/12/2022 2:55:00 AM,1581,467,65,54,118,1085,CLEAR
11/12/2022 3:12:00 AM,656,40,66,58,113,1084,HI
11/12/2022 3:32:00 AM,865,37,65,60,101,1154,CLEAR
11/12/2022 3:53:00 AM,781,40,56,56,98,1036,CLEAR
11/12/2022 4:13:00 AM,605,34,59,54,86,1393,HI
11/12/2022 4:18:00 AM,660,35,65,50,85,1305,HI
11/12/2022 4:18:00 AM,660,35,65,50,85,1305,HI
11/12/2022 4:19:00 AM,660,35,65,50,85,1305,HI
11/12/2022 4:20:00 AM,660,35,65,50,85,1305,HI
11/12/2022 4:33:00 AM,791,30,70,55,98,1341,CLEAR
11/12/2022 4:53:00 AM,888,32,69,0,118,65,CLEAR
11/12/2022 4:59:00 AM,824,30,75,0,81,651,CLEAR
11/12/2022 4:59:00 AM,824,30,75,0,81,651,CLEAR
11/12/2022 5:00:00 AM,868,32,73,0,81,635,CLEAR
11/12/2022 5:01:00 AM,868,32,73,0,81,635,CLEAR
11/12/2022 5:04:00 AM,868,32,73,0,81,635,CLEAR
11/12/2022 5:05:00 AM,868,32,73,0,81,635,CLEAR
11/12/2022 5:07:00 AM,886,25,75,14,80,643,CLEAR
11/12/2022 5:08:00 AM,886,25,75,14,80,643,CLEAR
11/12/2022 5:11:00 AM,886,25,75,14,80,643,CLEAR
11/12/2022 5:12:00 AM,886,25,75,14,80,643,CLEAR
11/12/2022 5:13:00 AM,886,25,75,14,80,643,CLEAR
11/12/2022 5:14:00 AM,724,684,60,62,103,1225,CLEAR
11/12/2022 5:15:00 AM,724,684,60,62,103,1225,CLEAR
11/12/2022 5:33:00 AM,785,653,63,60,113,1245,CLEAR
11/12/2022 5:52:00 AM,764,609,60,58,98,1283,CLEAR
11/12/2022 6:12:00 AM,741,575,60,62,115,1290,HI
11/12/2022 6:33:00 AM,650,582,58,55,115,1150,HI
11/12/2022 6:50:00 AM,709,500,64,66,106,1218,CLEAR
11/12/2022 6:52:00 AM,709,500,64,66,106,1218,CLEAR
11/12/2022 6:53:00 AM,709,500,64,66,106,1218,CLEAR
11/12/2022 7:13:00 AM,695,544,58,62,106,1121,CLEAR
11/12/2022 7:30:00 AM,600,535,59,63,113,1139,HI
11/12/2022 7:31:00 AM,614,510,65,58,113,1338,HI
11/12/2022 7:32:00 AM,614,510,65,58,113,1338,HI
11/12/2022 7:33:00 AM,614,510,65,58,113,1338,HI
11/12/2022 7:33:00 AM,614,510,65,58,113,1338,HI
11/12/2022 7:53:00 AM,630,485,63,57,96,1244,CLEAR
11/12/2022 8:13:00 AM,610,497,59,57,98,1173,CLEAR
11/12/2022 8:14:00 AM,615,432,59,56,106,1331,HI
11/12/2022 8:29:00 AM,1543,582,68,57,111,1311,CLEAR
11/12/2022 8:52:00 AM,1713,555,61,64,113,1155,CLEAR
11/12/2022 9:12:00 AM,1513,584,65,57,105,1104,CLEAR
11/12/2022 9:23:00 AM,1678,572,64,64,101,1158,CLEAR
11/12/2022 9:24:00 AM,1678,572,64,64,101,1158,CLEAR
11/12/2022 9:25:00 AM,1678,572,64,64,101,1158,CLEAR
11/12/2022 9:25:00 AM,1678,572,64,64,101,1158,CLEAR
11/12/2022 9:33:00 AM,1616,570,60,56,113,1280,HI
11/12/2022 9:53:00 AM,1481,590,65,58,116,1265,CLEAR
11/12/2022 10:04:00 AM,1463,515,56,56,98,1270,CLEAR
11/12/2022 10:05:00 AM,1438,537,56,60,98,1140,CLEAR
11/12/2022 10:06:00 AM,1438,537,56,60,98,1140,CLEAR
11/12/2022 10:06:00 AM,1438,537,56,60,98,1140,CLEAR
11/12/2022 10:13:00 AM,1576,552,60,54,115,1215,CLEAR
11/12/2022 10:33:00 AM,1573,562,56,58,111,1155,CLEAR
11/12/2022 10:46:00 AM,1430,460,55,64,105,1188,CLEAR
11/12/2022 10:46:00 AM,1430,460,55,64,105,1188,CLEAR
11/12/2022 10:47:00 AM,1430,460,55,64,105,1188,CLEAR
11/12/2022 10:53:00 AM,1466,492,55,61,105,1171,CLEAR
11/12/2022 11:13:00 AM,1335,455,63,56,111,1260,CLEAR
11/12/2022 11:21:00 AM,1553,475,59,62,111,1050,CLEAR
11/12/2022 11:32:00 AM,803,37,61,56,116,1051,CLEAR
11/12/2022 11:52:00 AM,745,40,60,62,118,1060,CLEAR
11/12/2022 12:13:00 PM,661,40,60,62,116,1173,HI
11/12/2022 12:33:00 PM,725,40,65,56,111,1173,CLEAR
11/12/2022 12:37:00 PM,745,35,65,56,121,1050,CLEAR
11/12/2022 12:38:00 PM,745,35,65,56,121,1050,CLEAR
11/12/2022 12:53:00 PM,590,37,61,57,81,1226,CLEAR
11/12/2022 1:13:00 PM,818,30,74,50,108,1450,CLEAR
11/12/2022 1:19:00 PM,833,30,80,49,118,1455,HI
11/12/2022 1:19:00 PM,746,35,75,0,101,131,CLEAR
11/12/2022 1:33:00 PM,759,30,78,0,76,650,CLEAR
11/12/2022 1:36:00 PM,800,30,75,0,70,664,CLEAR
11/12/2022 1:36:00 PM,800,30,75,0,70,664,CLEAR
11/12/2022 1:39:00 PM,800,30,75,0,70,664,CLEAR
11/12/2022 1:39:00 PM,800,30,75,0,70,664,CLEAR
11/12/2022 1:43:00 PM,863,29,81,23,73,739,CLEAR
11/12/2022 1:44:00 PM,863,29,81,23,73,739,CLEAR
11/12/2022 1:46:00 PM,863,29,81,23,73,739,CLEAR
11/12/2022 1:47:00 PM,863,29,81,23,73,739,CLEAR
11/12/2022 1:48:00 PM,863,29,81,23,73,739,CLEAR
11/12/2022 1:53:00 PM,801,675,60,54,98,1143,CLEAR
11/12/2022 2:12:00 PM,751,619,60,64,108,1145,CLEAR
11/12/2022 2:32:00 PM,725,612,65,64,110,1164,CLEAR
11/12/2022 2:53:00 PM,723,522,61,55,101,1240,CLEAR
11/12/2022 3:10:00 PM,713,617,65,64,113,1125,CLEAR
11/12/2022 3:12:00 PM,713,617,65,64,113,1125,CLEAR
11/12/2022 3:13:00 PM,713,617,65,64,113,1125,CLEAR
11/12/2022 3:33:00 PM,637,527,64,56,115,1210,HI
11/12/2022 3:38:00 PM,664,545,60,56,105,1171,CLEAR
11/12/2022 3:43:00 PM,664,545,60,56,105,1171,CLEAR
11/12/2022 3:52:00 PM,705,545,61,60,105,1101,CLEAR
11/12/2022 3:53:00 PM,705,545,61,60,105,1101,CLEAR
11/12/2022 4:13:00 PM,656,532,58,56,111,1123,CLEAR
11/12/2022 4:15:00 PM,656,532,58,56,111,1123,CLEAR
11/12/2022 4:33:00 PM,600,462,58,63,116,1255,HI
11/12/2022 4:47:00 PM,713,474,60,62,110,1335,CLEAR
11/12/2022 4:52:00 PM,713,429,60,61,116,1275,HI
11/12/2022 5:12:00 PM,1466,605,63,61,113,1306,HI
11/12/2022 5:33:00 PM,1558,635,65,57,111,1296,CLEAR
11/12/2022 5:43:00 PM,1501,565,58,62,110,1183,CLEAR
11/12/2022 5:43:00 PM,1501,565,58,62,110,1183,CLEAR
11/12/2022 5:44:00 PM,1508,539,59,55,103,1120,CLEAR
11/12/2022 5:45:00 PM,1508,539,59,55,103,1120,CLEAR
11/12/2022 5:53:00 PM,1438,522,56,56,108,1308,CLEAR
11/12/2022 6:13:00 PM,1471,519,65,54,96,1160,CLEAR
11/12/2022 6:24:00 PM,1551,530,60,62,115,1209,CLEAR
11/12/2022 6:25:00 PM,1428,574,58,58,113,1101,CLEAR
11/12/2022 6:26:00 PM,1428,574,58,58,113,1101,CLEAR
11/12/2022 6:33:00 PM,1428,574,58,58,113,1101,CLEAR
11/12/2022 6:53:00 PM,1470,522,56,64,116,1305,HI
11/12/2022 7:05:00 PM,1630,469,55,56,103,1185,CLEAR
11/12/2022 7:06:00 PM,1630,469,55,56,103,1185,CLEAR
11/12/2022 7:07:00 PM,1630,469,55,56,103,1185,CLEAR
11/12/2022 7:09:00 PM,1630,469,55,56,103,1185,CLEAR
11/12/2022 7:13:00 PM,1573,477,65,54,105,1240,CLEAR
11/12/2022 7:27:00 PM,1348,485,56,60,103,1175,CLEAR
11/12/2022 7:32:00 PM,1348,485,56,60,103,1175,CLEAR
11/12/2022 7:36:00 PM,1346,527,60,56,108,1095,CLEAR
11/12/2022 7:52:00 PM,1333,442,59,56,116,1251,CLEAR
11/12/2022 8:13:00 PM,684,37,64,62,111,1150,CLEAR
11/12/2022 8:33:00 PM,710,41,58,56,113,1225,CLEAR
11/12/2022 8:53:00 PM,646,39,56,58,113,1025,HI
11/12/2022 8:57:00 PM,646,39,56,58,113,1025,HI
11/12/2022 8:58:00 PM,646,39,56,58,113,1025,HI
11/12/2022 8:58:00 PM,715,40,65,61,110,1219,CLEAR
11/12/2022 8:59:00 PM,715,40,65,61,110,1219,CLEAR
11/12/2022 9:13:00 PM,655,37,65,47,85,1380,HI
11/12/2022 9:33:00 PM,602,37,60,50,85,1475,HI
11/12/2022 9:38:00 PM,680,30,65,55,91,1288,CLEAR
11/12/2022 9:39:00 PM,680,30,65,55,91,1288,CLEAR
11/12/2022 9:39:00 PM,680,30,65,55,91,1288,CLEAR
11/12/2022 9:53:00 PM,821,32,76,0,101,56,CLEAR
11/12/2022 10:07:00 PM,800,32,69,0,76,659,CLEAR
11/12/2022 10:08:00 PM,800,32,69,0,76,659,CLEAR
11/12/2022 10:10:00 PM,903,25,75,12,80,654,CLEAR
11/12/2022 10:11:00 PM,903,25,75,12,80,654,CLEAR
11/12/2022 10:13:00 PM,903,25,75,12,80,654,CLEAR
11/12/2022 10:14:00 PM,903,25,75,12,80,654,CLEAR
11/12/2022 10:15:00 PM,903,25,75,12,80,654,CLEAR
11/12/2022 10:17:00 PM,661,650,55,64,100,1058,CLEAR
11/12/2022 10:18:00 PM,661,650,55,64,100,1058,CLEAR
11/12/2022 10:32:00 PM,743,597,59,56,116,1066,CLEAR
11/12/2022 10:52:00 PM,740,630,59,55,103,1183,CLEAR
11/12/2022 11:13:00 PM,730,550,55,56,108,1141,CLEAR
11/12/2022 11:30:00 PM,641,560,55,56,111,1154,CLEAR
11/12/2022 11:31:00 PM,615,522,56,60,96,1233,CLEAR
11/12/2022 11:31:00 PM,615,522,56,60,96,1233,CLEAR
11/12/2022 11:33:00 PM,615,522,56,60,96,1233,CLEAR
11/12/2022 11:53:00 PM,675,589,63,55,110,1285,CLEAR
13/11/2022 1:12:00 AM,670,497,60,64,106,1305,HI
13/11/2022 1:32:00 AM,1516,627,65,56,113,1195,CLEAR
13/11/2022 1:53:00 AM,1668,575,58,62,111,1110,CLEAR
13/11/2022 2:03:00 AM,1668,575,58,62,111,1110,CLEAR
13/11/2022 2:03:00 AM,1526,639,58,63,116,1205,CLEAR
13/11/2022 2:04:00 AM,1526,639,58,63,116,1205,CLEAR
13/11/2022 2:13:00 AM,1653,549,60,62,108,1215,CLEAR
13/11/2022 2:33:00 AM,1523,605,66,60,96,1163,CLEAR
13/11/2022 2:43:00 AM,1613,547,60,63,96,1148,CLEAR
13/11/2022 2:44:00 AM,1613,547,60,63,96,1148,CLEAR
13/11/2022 2:45:00 AM,1613,547,60,63,96,1148,CLEAR
13/11/2022 2:53:00 AM,1630,517,66,56,113,1301,HI
13/11/2022 3:13:00 AM,1631,495,59,56,106,1221,CLEAR
13/11/2022 3:25:00 AM,1428,485,65,60,106,1293,CLEAR
13/11/2022 3:26:00 AM,1483,494,61,60,105,1200,CLEAR
13/11/2022 3:27:00 AM,1483,494,61,60,105,1200,CLEAR
13/11/2022 3:30:00 AM,1483,494,61,60,105,1200,CLEAR
13/11/2022 3:33:00 AM,1483,494,61,60,105,1200,CLEAR
13/11/2022 3:52:00 AM,1353,479,65,54,100,1285,CLEAR
13/11/2022 3:52:00 AM,1353,479,65,54,100,1285,CLEAR
13/11/2022 4:12:00 AM,1351,472,58,56,106,1144,CLEAR
13/11/2022 4:16:00 AM,1413,465,56,62,116,1258,CLEAR
13/11/2022 4:22:00 AM,1486,455,63,61,96,1115,CLEAR
13/11/2022 4:31:00 AM,1435,487,63,56,108,1120,CLEAR
13/11/2022 4:33:00 AM,1435,487,63,56,108,1120,CLEAR
13/11/2022 4:35:00 AM,686,39,55,62,106,1071,CLEAR
13/11/2022 4:36:00 AM,686,39,55,62,106,1071,CLEAR
13/11/2022 4:37:00 AM,686,39,55,62,106,1071,CLEAR
13/11/2022 4:53:00 AM,669,41,63,61,110,1151,CLEAR
13/11/2022 5:13:00 AM,660,37,65,54,116,1126,HI
13/11/2022 5:16:00 AM,660,37,65,54,116,1126,HI
13/11/2022 5:17:00 AM,675,35,63,60,96,1079,CLEAR
13/11/2022 5:18:00 AM,675,35,63,60,96,1079,CLEAR
13/11/2022 5:33:00 AM,690,40,66,60,113,1311,HI
13/11/2022 5:53:00 AM,709,40,59,56,88,1288,CLEAR
13/11/2022 5:58:00 AM,630,40,65,50,81,1436,HI
13/11/2022 5:59:00 AM,630,40,65,50,81,1436,HI
13/11/2022 6:13:00 AM,700,30,66,56,101,1413,CLEAR
13/11/2022 6:32:00 AM,831,35,85,0,86,660,CLEAR
13/11/2022 6:39:00 AM,781,30,80,0,83,744,CLEAR
13/11/2022 6:40:00 AM,781,30,80,0,83,744,CLEAR
13/11/2022 6:42:00 AM,781,30,80,0,83,744,CLEAR
13/11/2022 6:42:00 AM,781,30,80,0,83,744,CLEAR
13/11/2022 6:46:00 AM,779,25,70,23,70,627,CLEAR
13/11/2022 6:47:00 AM,779,25,70,23,70,627,CLEAR
13/11/2022 6:49:00 AM,779,25,70,23,70,627,CLEAR
13/11/2022 6:50:00 AM,779,25,70,23,70,627,CLEAR
13/11/2022 6:51:00 AM,779,25,70,23,70,627,CLEAR
13/11/2022 6:52:00 AM,726,643,61,60,103,1156,CLEAR
13/11/2022 7:13:00 AM,715,604,60,63,116,1130,CLEAR
13/11/2022 7:33:00 AM,735,582,61,58,116,1308,HI
13/11/2022 7:49:00 AM,730,620,61,62,98,1193,CLEAR
13/11/2022 7:50:00 AM,622,624,56,60,98,1143,CLEAR
13/11/2022 7:51:00 AM,622,624,56,60,98,1143,CLEAR
13/11/2022 7:53:00 AM,622,624,56,60,98,1143,CLEAR
13/11/2022 8:13:00 AM,734,524,65,56,108,1131,CLEAR
13/11/2022 8:31:00 AM,671,504,66,54,111,1153,CLEAR
13/11/2022 8:31:00 AM,607,494,60,63,101,1198,CLEAR
13/11/2022 8:32:00 AM,607,494,60,63,101,1198,CLEAR
13/11/2022 8:33:00 AM,607,494,60,63,101,1198,CLEAR
13/11/2022 8:53:00 AM,718,537,61,55,115,1281,HI
13/11/2022 8:56:00 AM,660,485,58,54,113,1250,HI
13/11/2022 9:01:00 AM,710,505,61,63,108,1115,CLEAR
13/11/2022 9:13:00 AM,695,547,56,63,98,1263,CLEAR
13/11/2022 9:18:00 AM,720,467,60,61,108,1156,CLEAR
13/11/2022 9:32:00 AM,620,525,56,60,113,1245,HI
13/11/2022 9:36:00 AM,620,525,56,60,113,1245,HI
13/11/2022 9:53:00 AM,641,482,68,56,116,1230,HI
13/11/2022 9:55:00 AM,641,482,68,56,116,1230,HI
13/11/2022 9:58:00 AM,1520,670,61,57,101,1226,CLEAR
13/11/2022 10:13:00 AM,1551,624,55,64,113,1108,CLEAR
13/11/2022 10:22:00 AM,1641,607,55,66,100,1216,CLEAR
13/11/2022 10:23:00 AM,1641,607,55,66,100,1216,CLEAR
13/11/2022 10:23:00 AM,1641,607,55,66,100,1216,CLEAR
13/11/2022 10:24:00 AM,1641,607,55,66,100,1216,CLEAR
13/11/2022 10:33:00 AM,1681,599,60,60,103,1328,CLEAR
13/11/2022 10:53:00 AM,1578,527,59,58,96,1301,CLEAR
13/11/2022 11:04:00 AM,1513,599,60,58,111,1313,CLEAR
13/11/2022 11:04:00 AM,1465,585,68,57,115,1123,CLEAR
13/11/2022 11:13:00 AM,1406,595,66,62,113,1205,CLEAR
13/11/2022 11:33:00 AM,1531,564,55,64,100,1101,CLEAR
13/11/2022 11:44:00 AM,1533,562,55,58,113,1136,CLEAR
13/11/2022 11:45:00 AM,1621,559,60,60,116,1290,HI
